"","x","y","layer_Categories","samples","yield","final_stressor","stressor"
"101",100,19700,"Corn",1.10959142797986,11253.6445478203,12486.9475237937,"GHG"
"102",300,19700,"Corn",0.652147314191179,8648.05494054525,5639.80580245434,"GHG"
"103",500,19700,"Corn",1.41782369630192,9912.09327800621,14053.6007295122,"GHG"
"104",700,19700,"Corn",0.327048350522439,9228.42789229121,3018.1421200891,"GHG"
"105",900,19700,"Corn",2.01503857594159,4914.20348210179,9902.30958646158,"GHG"
"106",1100,19700,"Corn",2.08312008623883,5735.95816774675,11948.6896730589,"GHG"
"107",1300,19700,"Corn",1.2469073305856,7106.99069832021,8861.75880013915,"GHG"
"108",1500,19700,"Corn",1.14508187718167,11554.5824748217,13230.9429903192,"GHG"
"109",1700,19700,"Corn",1.6444908550344,7530.05272822165,12383.1028494874,"GHG"
"110",1900,19700,"Corn",1.43789824062717,10217.4808469165,14691.6977334231,"GHG"
"111",2100,19700,"Corn",0.103200002080716,6329.15210982081,653.168510902677,"GHG"
"112",2300,19700,"Corn",0.861079128801379,8031.80894844224,6916.02305202376,"GHG"
"113",2500,19700,"Corn",0.50637636063982,13265.4630093408,6717.31688087216,"GHG"
"114",2700,19700,"Corn",1.23534076951056,8172.89292592144,10096.3078362352,"GHG"
"115",2900,19700,"Corn",1.45036479104623,9642.6013074582,13985.2894304338,"GHG"
"116",3100,19700,"Corn",0.819428319041043,5929.04040784515,4858.42361492697,"GHG"
"117",3300,19700,"Corn",0.114675933604691,6602.87610084018,757.190981339949,"GHG"
"118",3500,19700,"Corn",1.45953902901219,7163.86331068736,10455.9381004567,"GHG"
"119",3700,19700,"Corn",0.292481050270135,9458.11653583721,2766.319857979,"GHG"
"120",3900,19700,"Corn",3.51788005714905,8833.24335219133,31074.2906286183,"GHG"
"121",4100,19700,"Beef",39.5226348526197,52.4662278315496,2073.60356468068,"GHG"
"122",4300,19700,"Corn",1.98852955755255,6322.36539359319,12572.2104588074,"GHG"
"123",4500,19700,"Corn",3.87142821616756,6457.97255307009,25001.5771611912,"GHG"
"124",4700,19700,"Corn",2.2623407555923,9091.18067554927,20567.3485587482,"GHG"
"125",4900,19700,"Corn",0.930411173975679,6699.48465501289,6233.27538290259,"GHG"
"126",5100,19700,"Corn",0.869806395335842,4454.06579883054,3874.17491706945,"GHG"
"127",5300,19700,"Corn",1.89966987438603,7452.12676559104,14156.5807166991,"GHG"
"128",5500,19700,"Corn",2.93392897927003,8755.62836554555,25688.3917933928,"GHG"
"129",5700,19700,"Corn",0.0456963861446277,9273.08764502594,423.746593780082,"GHG"
"130",5900,19700,"Corn",1.44836287379122,6822.39619117732,9881.30535359587,"GHG"
"131",6100,19700,"Corn",3.69804883860267,8389.10883087659,31023.3341689346,"GHG"
"132",6300,19700,"Corn",0.984308459983935,8889.72787783518,8750.23435710819,"GHG"
"133",6500,19700,"Corn",1.79392332695936,10296.0456374088,18470.3164443859,"GHG"
"134",6700,19700,"Corn",0.0715270670481553,7938.2012703615,567.796254506899,"GHG"
"135",6900,19700,"Corn",1.4970087913859,11433.5795518356,17116.169106108,"GHG"
"136",7100,19700,"Corn",1.19321979919372,10998.0731085601,13123.1185861139,"GHG"
"137",7300,19700,"Corn",0.132022823892852,11499.6327299484,1518.21398673845,"GHG"
"138",7500,19700,"Corn",0.122233821021041,1597.21247243121,195.233383487731,"GHG"
"139",7700,19700,"Corn",0.410388613853386,4812.1138455521,1974.83673078081,"GHG"
"140",7900,19700,"Corn",0.43492623259062,7696.02895072856,3347.20487744871,"GHG"
"141",8100,19700,"Corn",0.38254588707043,11274.4025490213,4312.97632430446,"GHG"
"142",8300,19700,"Corn",0.814828555969147,6758.04663266257,5506.6493788646,"GHG"
"143",8500,19700,"Corn",0.603504990548277,6527.6527342828,3939.47100170578,"GHG"
"144",8700,19700,"Corn",2.76378070800486,8269.45579712618,22854.9623977963,"GHG"
"145",8900,19700,"Corn",3.18391454898173,7047.42311113528,22438.3929763737,"GHG"
"146",9100,19700,"Corn",1.1511312648105,7087.70309982368,8158.87663390135,"GHG"
"147",9300,19700,"Beef",27.7346041355319,30.8866959383869,856.6302849057,"GHG"
"148",9500,19700,"Beef",13.437356392802,31.269375468209,420.177742346664,"GHG"
"149",9700,19700,"Beef",32.8799646871574,39.6285485997039,1302.98527856157,"GHG"
"150",9900,19700,"Forest",NA,NA,NA,"GHG"
"151",10100,19700,"Beef",58.4299402654514,33.2497104435311,1942.77859505908,"GHG"
"152",10300,19700,"Beef",6.82553287224262,19.7719967752245,134.95441393917,"GHG"
"153",10500,19700,"Beef",14.555580592512,10.6235348347697,154.631717464848,"GHG"
"154",10700,19700,"Beef",3.98450120267739,24.4200803636198,97.3018395783217,"GHG"
"155",10900,19700,"Beef",18.0060651920363,26.5139877817766,477.412592499523,"GHG"
"156",11100,19700,"Forest",NA,NA,NA,"GHG"
"157",11300,19700,"Forest",NA,NA,NA,"GHG"
"158",11500,19700,"Forest",NA,NA,NA,"GHG"
"159",11700,19700,"Forest",NA,NA,NA,"GHG"
"160",11900,19700,"Forest",NA,NA,NA,"GHG"
"161",12100,19700,"Forest",NA,NA,NA,"GHG"
"162",12300,19700,"Forest",NA,NA,NA,"GHG"
"163",12500,19700,"Forest",NA,NA,NA,"GHG"
"164",12700,19700,"Forest",NA,NA,NA,"GHG"
"165",12900,19700,"Forest",NA,NA,NA,"GHG"
"166",13100,19700,"Forest",NA,NA,NA,"GHG"
"167",13300,19700,"Forest",NA,NA,NA,"GHG"
"168",13500,19700,"Forest",NA,NA,NA,"GHG"
"169",13700,19700,"Water",NA,NA,NA,"GHG"
"170",13900,19700,"Forest",NA,NA,NA,"GHG"
"171",14100,19700,"Forest",NA,NA,NA,"GHG"
"172",14300,19700,"Forest",NA,NA,NA,"GHG"
"173",14500,19700,"Forest",NA,NA,NA,"GHG"
"174",14700,19700,"Forest",NA,NA,NA,"GHG"
"175",14900,19700,"Forest",NA,NA,NA,"GHG"
"176",15100,19700,"Water",NA,NA,NA,"GHG"
"177",15300,19700,"Water",NA,NA,NA,"GHG"
"178",15500,19700,"Water",NA,NA,NA,"GHG"
"179",15700,19700,"Water",NA,NA,NA,"GHG"
"180",15900,19700,"Water",NA,NA,NA,"GHG"
"181",16100,19700,"Water",NA,NA,NA,"GHG"
"182",16300,19700,"Water",NA,NA,NA,"GHG"
"183",16500,19700,"Water",NA,NA,NA,"GHG"
"184",16700,19700,"Water",NA,NA,NA,"GHG"
"185",16900,19700,"Water",NA,NA,NA,"GHG"
"186",17100,19700,"Water",NA,NA,NA,"GHG"
"187",17300,19700,"Salmon aquaculture",1.99417432224017,5487.79168878752,10943.6132715831,"GHG"
"188",17500,19700,"Water",NA,NA,NA,"GHG"
"189",17700,19700,"Water",NA,NA,NA,"GHG"
"190",17900,19700,"Water",NA,NA,NA,"GHG"
"191",18100,19700,"Water",NA,NA,NA,"GHG"
"192",18300,19700,"Water",NA,NA,NA,"GHG"
"193",18500,19700,"Water",NA,NA,NA,"GHG"
"194",18700,19700,"Water",NA,NA,NA,"GHG"
"195",18900,19700,"Water",NA,NA,NA,"GHG"
"196",19100,19700,"Water",NA,NA,NA,"GHG"
"197",19300,19700,"Water",NA,NA,NA,"GHG"
"198",19500,19700,"Water",NA,NA,NA,"GHG"
"199",19700,19700,"Water",NA,NA,NA,"GHG"
"200",19900,19700,"Water",NA,NA,NA,"GHG"
"201",100,19500,"Corn",0.266361310583844,9248.39707695384,2463.41516621721,"GHG"
"202",300,19500,"Corn",1.44614379052982,7727.37783863039,11174.8994784131,"GHG"
"203",500,19500,"Corn",1.46962633619987,10106.0812345521,14852.1631380731,"GHG"
"204",700,19500,"Corn",0.502998749981426,3455.80611928965,1738.26615818086,"GHG"
"205",900,19500,"Corn",0.942719587787889,9755.00537221929,9196.23464336721,"GHG"
"206",1100,19500,"Corn",2.50972059076841,8233.08458583111,20662.7419105984,"GHG"
"207",1300,19500,"Corn",2.05192828444537,7049.09338486628,14464.2340961038,"GHG"
"208",1500,19500,"Corn",0.337795015381639,7440.01155110555,2513.19881634527,"GHG"
"209",1700,19500,"Corn",0.735709834471497,7076.9895621575,5206.61081933141,"GHG"
"210",1900,19500,"Corn",0.412832444889338,5148.60251556297,2125.51016426325,"GHG"
"211",2100,19500,"Corn",0.886929121523942,7983.31624737309,7080.63566613042,"GHG"
"212",2300,19500,"Corn",2.7440035576575,1317.71356577871,3615.81071247032,"GHG"
"213",2500,19500,"Corn",3.03999967038424,6968.39657903608,21183.9233033764,"GHG"
"214",2700,19500,"Corn",2.51943421674135,9970.92982138799,25121.1017647316,"GHG"
"215",2900,19500,"Corn",0.556305999677805,3745.14900896244,2083.44886337319,"GHG"
"216",3100,19500,"Corn",0.225376452663226,5418.77115917236,1221.26342164806,"GHG"
"217",3300,19500,"Corn",2.60283115999149,9775.52055709341,25444.0295111401,"GHG"
"218",3500,19500,"Corn",0.451570003724082,12092.465059143,5460.59449179055,"GHG"
"219",3700,19500,"Corn",5.42173281064051,8693.47842828009,47133.7172332016,"GHG"
"220",3900,19500,"Corn",1.08788652914329,5935.14729705384,6456.7667929461,"GHG"
"221",4100,19500,"Corn",0.865549316791051,8829.4733259839,7642.34460493017,"GHG"
"222",4300,19500,"Corn",1.00799007129565,7215.11844013523,7272.76775087846,"GHG"
"223",4500,19500,"Corn",1.0963971509933,10521.6176675953,11535.8716345922,"GHG"
"224",4700,19500,"Corn",0.711531283148374,7646.14411518055,5440.4707334118,"GHG"
"225",4900,19500,"Corn",0.321824639466174,4826.20632121619,1553.19210931477,"GHG"
"226",5100,19500,"Corn",0.629418042129641,5471.30340347023,3443.73707610947,"GHG"
"227",5300,19500,"Corn",2.77317674112485,6684.71822782549,18537.905110379,"GHG"
"228",5500,19500,"Corn",0.784382445869456,9663.91546117326,7580.20564611074,"GHG"
"229",5700,19500,"Corn",2.13467402750174,4499.48748000199,9604.93906062947,"GHG"
"230",5900,19500,"Corn",0.717725658188124,7225.5014281325,5185.92776824563,"GHG"
"231",6100,19500,"Corn",1.56290481173299,6467.77406478806,10108.5152070591,"GHG"
"232",6300,19500,"Corn",1.53651793500252,6386.1531509473,9812.4388521034,"GHG"
"233",6500,19500,"Corn",0.890516592289632,10695.4349848865,9524.46231579643,"GHG"
"234",6700,19500,"Corn",4.05263607675393,9357.69875216021,37923.3475583997,"GHG"
"235",6900,19500,"Corn",0.686790662372715,7896.80766725606,5423.45376842472,"GHG"
"236",7100,19500,"Corn",1.06184150556017,8042.78800243425,8540.16612140609,"GHG"
"237",7300,19500,"Corn",0.771214471476003,10691.4792946376,8245.42355351055,"GHG"
"238",7500,19500,"Corn",3.26137207764824,8438.4526837444,27520.9339613198,"GHG"
"239",7700,19500,"Corn",0.85509448462878,11279.6056735823,9645.12860026773,"GHG"
"240",7900,19500,"Corn",21.1195961328657,5982.93739418157,126357.221453335,"GHG"
"241",8100,19500,"Corn",0.795078316551268,10283.2979764124,8176.02724368106,"GHG"
"242",8300,19500,"Corn",0.798155435854316,10264.4314776662,8192.61177985342,"GHG"
"243",8500,19500,"Corn",0.714781479107558,7263.55395392991,5191.85383876757,"GHG"
"244",8700,19500,"Corn",0.484137233276976,9739.09294288463,4715.05751199549,"GHG"
"245",8900,19500,"Corn",0.286927389324822,6925.94405969392,1987.24304765774,"GHG"
"246",9100,19500,"Beef",8.2777733718867,38.8450269908787,321.550330055316,"GHG"
"247",9300,19500,"Beef",34.0855084580345,31.7293262120992,1081.51021697024,"GHG"
"248",9500,19500,"Forest",NA,NA,NA,"GHG"
"249",9700,19500,"Forest",NA,NA,NA,"GHG"
"250",9900,19500,"Forest",NA,NA,NA,"GHG"
"251",10100,19500,"Beef",9.95947854365311,21.8274468524615,217.389988589819,"GHG"
"252",10300,19500,"Forest",NA,NA,NA,"GHG"
"253",10500,19500,"Beef",40.9258524308129,39.5442390448584,1618.38169163866,"GHG"
"254",10700,19500,"Forest",NA,NA,NA,"GHG"
"255",10900,19500,"Beef",22.0179372436831,31.1116084951771,685.013443396848,"GHG"
"256",11100,19500,"Forest",NA,NA,NA,"GHG"
"257",11300,19500,"Forest",NA,NA,NA,"GHG"
"258",11500,19500,"Forest",NA,NA,NA,"GHG"
"259",11700,19500,"Forest",NA,NA,NA,"GHG"
"260",11900,19500,"Forest",NA,NA,NA,"GHG"
"261",12100,19500,"Forest",NA,NA,NA,"GHG"
"262",12300,19500,"Forest",NA,NA,NA,"GHG"
"263",12500,19500,"Forest",NA,NA,NA,"GHG"
"264",12700,19500,"Forest",NA,NA,NA,"GHG"
"265",12900,19500,"Forest",NA,NA,NA,"GHG"
"266",13100,19500,"Water",NA,NA,NA,"GHG"
"267",13300,19500,"Water",NA,NA,NA,"GHG"
"268",13500,19500,"Forest",NA,NA,NA,"GHG"
"269",13700,19500,"Water",NA,NA,NA,"GHG"
"270",13900,19500,"Water",NA,NA,NA,"GHG"
"271",14100,19500,"Water",NA,NA,NA,"GHG"
"272",14300,19500,"Water",NA,NA,NA,"GHG"
"273",14500,19500,"Forest",NA,NA,NA,"GHG"
"274",14700,19500,"Forest",NA,NA,NA,"GHG"
"275",14900,19500,"Water",NA,NA,NA,"GHG"
"276",15100,19500,"Water",NA,NA,NA,"GHG"
"277",15300,19500,"Water",NA,NA,NA,"GHG"
"278",15500,19500,"Water",NA,NA,NA,"GHG"
"279",15700,19500,"Water",NA,NA,NA,"GHG"
"280",15900,19500,"Water",NA,NA,NA,"GHG"
"281",16100,19500,"Water",NA,NA,NA,"GHG"
"282",16300,19500,"Water",NA,NA,NA,"GHG"
"283",16500,19500,"Water",NA,NA,NA,"GHG"
"284",16700,19500,"Water",NA,NA,NA,"GHG"
"285",16900,19500,"Water",NA,NA,NA,"GHG"
"286",17100,19500,"Water",NA,NA,NA,"GHG"
"287",17300,19500,"Salmon aquaculture",2.35568320131882,12090.045149213,28480.3162611871,"GHG"
"288",17500,19500,"Salmon aquaculture",2.39295665967524,13199.2547224817,31585.2444909126,"GHG"
"289",17700,19500,"Water",NA,NA,NA,"GHG"
"290",17900,19500,"Water",NA,NA,NA,"GHG"
"291",18100,19500,"Water",NA,NA,NA,"GHG"
"292",18300,19500,"Water",NA,NA,NA,"GHG"
"293",18500,19500,"Water",NA,NA,NA,"GHG"
"294",18700,19500,"Water",NA,NA,NA,"GHG"
"295",18900,19500,"Water",NA,NA,NA,"GHG"
"296",19100,19500,"Water",NA,NA,NA,"GHG"
"297",19300,19500,"Water",NA,NA,NA,"GHG"
"298",19500,19500,"Water",NA,NA,NA,"GHG"
"299",19700,19500,"Water",NA,NA,NA,"GHG"
"300",19900,19500,"Water",NA,NA,NA,"GHG"
"301",100,19300,"Corn",1.61534773796872,10208.707801257,16490.6130543442,"GHG"
"302",300,19300,"Corn",0.186351981434217,4311.32905197184,803.424711449858,"GHG"
"303",500,19300,"Corn",1.20324499671368,6200.4129111523,7460.61581290288,"GHG"
"304",700,19300,"Corn",0.0703021482925698,9367.20287559543,658.534485646696,"GHG"
"305",900,19300,"Corn",0.232615880787327,9038.89714039883,2102.59101965993,"GHG"
"306",1100,19300,"Corn",2.11079851705314,13814.2592988639,29159.1180422294,"GHG"
"307",1300,19300,"Corn",2.21260930908902,5617.83646989808,12430.0772702363,"GHG"
"308",1500,19300,"Corn",0.258290199910306,8407.83992441487,2171.66265489097,"GHG"
"309",1700,19300,"Corn",3.53360806581076,6768.24681050633,23916.3315210031,"GHG"
"310",1900,19300,"Corn",4.7035645405513,6934.42756076564,32616.5275838389,"GHG"
"311",2100,19300,"Corn",0.602428537312081,14388.6542239556,8668.13591802686,"GHG"
"312",2300,19300,"Corn",1.36493418482997,4803.6971043335,6556.73039127352,"GHG"
"313",2500,19300,"Corn",1.06459983647814,8203.50545274245,8733.45056353712,"GHG"
"314",2700,19300,"Corn",0.654970272051744,6884.7579793561,4509.31180674928,"GHG"
"315",2900,19300,"Corn",0.664395716917375,7230.47736531504,4803.89819278334,"GHG"
"316",3100,19300,"Corn",0.357570623844271,9664.67659960228,3455.80444097291,"GHG"
"317",3300,19300,"Corn",0.101535700970641,9991.82996108868,1014.52745907859,"GHG"
"318",3500,19300,"Corn",0.929113810693449,9569.80167084137,8891.43489797596,"GHG"
"319",3700,19300,"Corn",0.099044177288546,5949.02102294878,589.215892890226,"GHG"
"320",3900,19300,"Corn",2.52044514003072,8099.63301665786,20414.6806728676,"GHG"
"321",4100,19300,"Beef",7.87877450149015,29.9007990985326,235.581653511698,"GHG"
"322",4300,19300,"Beef",78.7600169481068,46.5151679846347,3663.53541881386,"GHG"
"323",4500,19300,"Corn",0.540931232832757,10182.4261005574,5507.99230380297,"GHG"
"324",4700,19300,"Corn",3.69938484474702,10372.3602772181,38371.3524137964,"GHG"
"325",4900,19300,"Corn",1.15201401440604,5464.14006804855,6294.76593506953,"GHG"
"326",5100,19300,"Corn",2.09685207627515,7753.07176042987,16257.0446183676,"GHG"
"327",5300,19300,"Corn",1.42886634296819,9591.40231038308,13704.8319431737,"GHG"
"328",5500,19300,"Corn",1.46118366996984,11720.5174526132,17125.8287053549,"GHG"
"329",5700,19300,"Corn",0.966110656887553,9471.24033078879,9150.26621751824,"GHG"
"330",5900,19300,"Corn",0.895552631809844,9712.5360855379,8698.08725295155,"GHG"
"331",6100,19300,"Corn",0.898534876811573,7169.68469011793,6442.21174981294,"GHG"
"332",6300,19300,"Corn",0.942565545557349,7313.06567950069,6893.0437418953,"GHG"
"333",6500,19300,"Corn",0.987058964888755,5116.69868784244,5050.48331046941,"GHG"
"334",6700,19300,"Corn",0.420434913381224,9126.03093673428,3836.90202640024,"GHG"
"335",6900,19300,"Corn",0.799460834597985,8421.20911371699,6732.42686637634,"GHG"
"336",7100,19300,"Corn",1.42039104473257,12254.3371506819,17405.9507479622,"GHG"
"337",7300,19300,"Corn",0.180566153779076,4371.2843783788,789.306007278419,"GHG"
"338",7500,19300,"Corn",0.13241328279544,7077.86071150767,937.202771979597,"GHG"
"339",7700,19300,"Corn",0.0599017447236532,6949.08582917775,416.262365402162,"GHG"
"340",7900,19300,"Corn",0.923251832247444,6460.88058348358,5965.01983663315,"GHG"
"341",8100,19300,"Corn",1.82026145842236,8151.09424915039,14837.1227056966,"GHG"
"342",8300,19300,"Corn",0.895655519310753,4818.95004132957,4316.11920179961,"GHG"
"343",8500,19300,"Corn",0.305265428513899,4309.22016619073,1315.45594059295,"GHG"
"344",8700,19300,"Corn",0.327306355476522,6464.31585487172,2115.81166310716,"GHG"
"345",8900,19300,"Corn",0.75138291209089,10560.7374276483,7935.15764221368,"GHG"
"346",9100,19300,"Beef",17.1893820081335,39.8116525062032,684.337703304192,"GHG"
"347",9300,19300,"Beef",17.0538889115246,33.7981909085861,576.390593165527,"GHG"
"348",9500,19300,"Forest",NA,NA,NA,"GHG"
"349",9700,19300,"Forest",NA,NA,NA,"GHG"
"350",9900,19300,"Forest",NA,NA,NA,"GHG"
"351",10100,19300,"Forest",NA,NA,NA,"GHG"
"352",10300,19300,"Forest",NA,NA,NA,"GHG"
"353",10500,19300,"Forest",NA,NA,NA,"GHG"
"354",10700,19300,"Forest",NA,NA,NA,"GHG"
"355",10900,19300,"Forest",NA,NA,NA,"GHG"
"356",11100,19300,"Forest",NA,NA,NA,"GHG"
"357",11300,19300,"Forest",NA,NA,NA,"GHG"
"358",11500,19300,"Forest",NA,NA,NA,"GHG"
"359",11700,19300,"Forest",NA,NA,NA,"GHG"
"360",11900,19300,"Forest",NA,NA,NA,"GHG"
"361",12100,19300,"Forest",NA,NA,NA,"GHG"
"362",12300,19300,"Forest",NA,NA,NA,"GHG"
"363",12500,19300,"Forest",NA,NA,NA,"GHG"
"364",12700,19300,"Forest",NA,NA,NA,"GHG"
"365",12900,19300,"Water",NA,NA,NA,"GHG"
"366",13100,19300,"Water",NA,NA,NA,"GHG"
"367",13300,19300,"Water",NA,NA,NA,"GHG"
"368",13500,19300,"Water",NA,NA,NA,"GHG"
"369",13700,19300,"Water",NA,NA,NA,"GHG"
"370",13900,19300,"Water",NA,NA,NA,"GHG"
"371",14100,19300,"Water",NA,NA,NA,"GHG"
"372",14300,19300,"Water",NA,NA,NA,"GHG"
"373",14500,19300,"Water",NA,NA,NA,"GHG"
"374",14700,19300,"Water",NA,NA,NA,"GHG"
"375",14900,19300,"Water",NA,NA,NA,"GHG"
"376",15100,19300,"Water",NA,NA,NA,"GHG"
"377",15300,19300,"Water",NA,NA,NA,"GHG"
"378",15500,19300,"Water",NA,NA,NA,"GHG"
