"","x","y","layer_Categories","samples","yield","farm_stress","stressor","agg_stress","beef_disagg_stress","salmon_disagg_stress"
"55",10900,19900,"Beef",6.79122507246565,37.8994115185736,257.383433736631,"GHG",385.222344370112,257.383433736631,257.383433736631
"56",11100,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"57",11300,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"58",11500,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"59",11700,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"60",11900,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"61",12100,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"62",12300,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"63",12500,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"64",12700,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"65",12900,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"66",13100,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"67",13300,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"68",13500,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"69",13700,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"70",13900,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"71",14100,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"72",14300,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"73",14500,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"74",14700,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"75",14900,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"76",15100,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"77",15300,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"78",15500,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"79",15700,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"80",15900,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"81",16100,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"82",16300,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"83",16500,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"84",16700,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"85",16900,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"86",17100,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"87",17300,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"88",17500,19900,"Salmon aquaculture",2.72175951113763,12906.2763784914,35127.7804865298,"GHG",51050.452435299,NA,35127.7804865298
"89",17700,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"90",17900,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"91",18100,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"92",18300,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"93",18500,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"94",18700,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"95",18900,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"96",19100,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"97",19300,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"98",19500,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"99",19700,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"100",19900,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"101",100,19700,"Corn",1.10959142797986,11253.6445478203,12486.9475237937,"GHG",7217.28652378441,427.263253903677,4842.39774610563
"102",300,19700,"Corn",0.652147314191179,8648.05494054525,5639.80580245434,"GHG",3259.73135846481,192.976047504793,2187.09839648474
"103",500,19700,"Corn",1.41782369630192,9912.09327800621,14053.6007295122,"GHG",8122.79085520974,480.869096735838,5449.94077756666
"104",700,19700,"Corn",0.327048350522439,9228.42789229121,3018.1421200891,"GHG",1744.44526243731,103.271133358718,1170.42572429308
"105",900,19700,"Corn",2.01503857594159,4914.20348210179,9902.30958646158,"GHG",5723.40080684486,338.825241878469,3840.08353773825
"106",1100,19700,"Corn",2.08312008623883,5735.95816774675,11948.6896730589,"GHG",6906.18077716163,408.845798372136,4633.66309752516
"107",1300,19700,"Corn",1.2469073305856,7106.99069832021,8861.75880013915,"GHG",5121.97654738289,303.220934743438,3436.56131801283
"108",1500,19700,"Corn",1.14508187718167,11554.5824748217,13230.9429903192,"GHG",7647.30582546559,452.720390110228,5130.91677474341
"109",1700,19700,"Corn",1.6444908550344,7530.05272822165,12383.1028494874,"GHG",7157.2657086885,423.710022550686,4802.12711824818
"110",1900,19700,"Corn",1.43789824062717,10217.4808469165,14691.6977334231,"GHG",8491.60227997287,502.702727547341,5697.39272590286
"111",2100,19700,"Corn",0.103200002080716,6329.15210982081,653.168510902677,"GHG",377.522551649677,22.3493293924655,253.296629860534
"112",2300,19700,"Corn",0.861079128801379,8031.80894844224,6916.02305202376,"GHG",3997.36764140646,236.644104385789,2682.01130623152
"113",2500,19700,"Corn",0.50637636063982,13265.4630093408,6717.31688087216,"GHG",3882.51816610334,229.845017171304,2604.95369759752
"114",2700,19700,"Corn",1.23534076951056,8172.89292592144,10096.3078362352,"GHG",5835.52916736377,345.463239138562,3915.31542973284
"115",2900,19700,"Corn",1.45036479104623,9642.6013074582,13985.2894304338,"GHG",8083.3078496696,478.531703400353,5423.4498773638
"116",3100,19700,"Corn",0.819428319041043,5929.04040784515,4858.42361492697,"GHG",2808.10303847543,166.239657738667,1884.08091871288
"117",3300,19700,"Corn",0.114675933604691,6602.87610084018,757.190981339949,"GHG",437.646130500884,25.9086443582278,293.636206480838
"118",3500,19700,"Corn",1.45953902901219,7163.86331068736,10455.9381004567,"GHG",6043.39058862506,357.768632158011,4054.7788796736
"119",3700,19700,"Corn",0.292481050270135,9458.11653583721,2766.319857979,"GHG",1598.89540605704,94.6545840451627,1072.7698678768
"120",3900,19700,"Corn",3.51788005714905,8833.24335219133,31074.2906286183,"GHG",17960.5190590206,1063.26245877409,12050.5091108236
"121",4100,19700,"Beef",39.5226348526197,52.4662278315496,2073.60356468068,"GHG",3103.53473369964,2073.60356468068,2073.60356468068
"122",4300,19700,"Corn",1.98852955755255,6322.36539359319,12572.2104588074,"GHG",7266.56734527262,430.180677796259,4875.46243573854
"123",4500,19700,"Corn",3.87142821616756,6457.97255307009,25001.5771611912,"GHG",14450.572934257,855.473700859198,9695.53052607497
"124",4700,19700,"Corn",2.2623407555923,9091.18067554927,20567.3485587482,"GHG",11887.6488669612,703.748634535146,7975.95105725188
"125",4900,19700,"Corn",0.930411173975679,6699.48465501289,6233.27538290259,"GHG",3602.74873697813,213.28267116538,2417.24397475908
"126",5100,19700,"Corn",0.869806395335842,4454.06579883054,3874.17491706945,"GHG",2239.22062349261,132.561827308472,1502.39246626836
"127",5300,19700,"Corn",1.89966987438603,7452.12676559104,14156.5807166991,"GHG",8182.31189286341,484.392741271748,5489.87608256393
"128",5500,19700,"Corn",2.93392897927003,8755.62836554555,25688.3917933928,"GHG",14847.5424882558,878.974292498904,9961.87501263808
"129",5700,19700,"Corn",0.0456963861446277,9273.08764502594,423.746593780082,"GHG",244.919791242894,14.4992479662533,164.327554570934
"130",5900,19700,"Corn",1.44836287379122,6822.39619117732,9881.30535359587,"GHG",5711.2606447664,338.106544465601,3831.93816436387
"131",6100,19700,"Corn",3.69804883860267,8389.10883087659,31023.3341689346,"GHG",17931.0669155665,1061.51889232358,12030.7483610445
"132",6300,19700,"Corn",0.984308459983935,8889.72787783518,8750.23435710819,"GHG",5057.51692999232,299.404926361214,3393.31250075467
"133",6500,19700,"Corn",1.79392332695936,10296.0456374088,18470.3164443859,"GHG",10675.5927107156,631.994928273816,7162.72880539652
"134",6700,19700,"Corn",0.0715270670481553,7938.2012703615,567.796254506899,"GHG",328.178543883469,19.4281648731742,220.189545750256
"135",6900,19700,"Corn",1.4970087913859,11433.5795518356,17116.169106108,"GHG",9892.9138921213,585.660353958105,6637.59486002862
"136",7100,19700,"Corn",1.19321979919372,10998.0731085601,13123.1185861139,"GHG",7584.98478039646,449.03098517734,5089.10282054009
"137",7300,19700,"Corn",0.132022823892852,11499.6327299484,1518.21398673845,"GHG",877.507119000003,51.9484082767144,588.758459461735
"138",7500,19700,"Corn",0.122233821021041,1597.21247243121,195.233383487731,"GHG",112.842251074884,6.68025957029485,75.710872842552
"139",7700,19700,"Corn",0.410388613853386,4812.1138455521,1974.83673078081,"GHG",1141.42887976265,67.5725725533889,765.835278464777
"140",7900,19700,"Corn",0.43492623259062,7696.02895072856,3347.20487744871,"GHG",1934.63907879198,114.53060443282,1298.03519422392
"141",8100,19700,"Corn",0.38254588707043,11274.4025490213,4312.97632430446,"GHG",2492.84189298384,147.576202656451,1672.55822866417
"142",8300,19700,"Corn",0.814828555969147,6758.04663266257,5506.6493788646,"GHG",3182.76874933248,188.41986219908,2135.46076733304
"143",8500,19700,"Corn",0.603504990548277,6527.6527342828,3939.47100170578,"GHG",2276.9608759285,134.796049686337,1527.71407609094
"144",8700,19700,"Corn",2.76378070800486,8269.45579712618,22854.9623977963,"GHG",13209.8586785043,782.023435537099,8863.08028375486
"145",8900,19700,"Corn",3.18391454898173,7047.42311113528,22438.3929763737,"GHG",12969.0871956639,767.769767366022,8701.53601334372
"146",9100,19700,"Corn",1.1511312648105,7087.70309982368,8158.87663390135,"GHG",4715.72017635785,279.170563675139,3163.98589386836
"147",9300,19700,"Beef",27.7346041355319,30.8866959383869,856.6302849057,"GHG",1282.1070953132,856.6302849057,856.6302849057
"148",9500,19700,"Beef",13.437356392802,31.269375468209,420.177742346664,"GHG",628.874409704818,420.177742346664,420.177742346664
"149",9700,19700,"Beef",32.8799646871574,39.6285485997039,1302.98527856157,"GHG",1950.16064709449,1302.98527856157,1302.98527856157
"150",9900,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"151",10100,19700,"Beef",58.4299402654514,33.2497104435311,1942.77859505908,"GHG",2907.73075063773,1942.77859505908,1942.77859505908
"152",10300,19700,"Beef",6.82553287224262,19.7719967752245,134.95441393917,"GHG",201.98446716636,134.95441393917,134.95441393917
"153",10500,19700,"Beef",14.555580592512,10.6235348347697,154.631717464848,"GHG",231.435224291625,154.631717464848,154.631717464848
"154",10700,19700,"Beef",3.98450120267739,24.4200803636198,97.3018395783217,"GHG",145.630362489608,97.3018395783217,97.3018395783217
"155",10900,19700,"Beef",18.0060651920363,26.5139877817766,477.412592499523,"GHG",714.537044768258,477.412592499523,477.412592499523
"156",11100,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"157",11300,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"158",11500,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"159",11700,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"160",11900,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"161",12100,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"162",12300,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"163",12500,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"164",12700,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"165",12900,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"166",13100,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"167",13300,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"168",13500,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"169",13700,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"170",13900,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"171",14100,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"172",14300,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"173",14500,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"174",14700,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"175",14900,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"176",15100,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"177",15300,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"178",15500,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"179",15700,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"180",15900,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"181",16100,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"182",16300,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"183",16500,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"184",16700,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"185",16900,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"186",17100,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"187",17300,19700,"Salmon aquaculture",1.99417432224017,5487.79168878752,10943.6132715831,"GHG",15904.1192199858,NA,10943.6132715831
"188",17500,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"189",17700,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"190",17900,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"191",18100,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"192",18300,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"193",18500,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"194",18700,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"195",18900,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"196",19100,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"197",19300,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"198",19500,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"199",19700,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"200",19900,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"201",100,19500,"Corn",0.266361310583844,9248.39707695384,2463.41516621721,"GHG",1423.8205972875,84.2901579932213,955.304410936493
"202",300,19500,"Corn",1.44614379052982,7727.37783863039,11174.8994784131,"GHG",6458.9405262186,382.369182227705,4333.58976996678
"203",500,19500,"Corn",1.46962633619987,10106.0812345521,14852.1631380731,"GHG",8584.34911023761,508.193338507232,5759.62068932822
"204",700,19500,"Corn",0.502998749981426,3455.80611928965,1738.26615818086,"GHG",1004.69429332379,59.4778870880812,674.093977768983
"205",900,19500,"Corn",0.942719587787889,9755.00537221929,9196.23464336721,"GHG",5315.29905404526,314.665624236806,3566.26996508515
"206",1100,19500,"Corn",2.50972059076841,8233.08458583111,20662.7419105984,"GHG",11942.7849321569,707.012688767347,8012.94428967417
"207",1300,19500,"Corn",2.05192828444537,7049.09338486628,14464.2340961038,"GHG",8360.13137876609,494.919652168783,5609.18306516898
"208",1500,19500,"Corn",0.337795015381639,7440.01155110555,2513.19881634527,"GHG",1452.59487270504,85.9935946661458,974.610348974084
"209",1700,19500,"Corn",0.735709834471497,7076.9895621575,5206.61081933141,"GHG",3009.35052616719,178.15350599005,2019.10678717417
"210",1900,19500,"Corn",0.412832444889338,5148.60251556297,2125.51016426325,"GHG",1228.51608333206,72.7281336978463,824.265947233352
"211",2100,19500,"Corn",0.886929121523942,7983.31624737309,7080.63566613042,"GHG",4092.51150256012,242.276619538334,2745.84754403197
"212",2300,19500,"Corn",2.7440035576575,1317.71356577871,3615.81071247032,"GHG",2089.88961296915,123.721433726381,1402.19966577479
"213",2500,19500,"Corn",3.03999967038424,6968.39657903608,21183.9233033764,"GHG",12244.0207173939,724.845842732961,8215.0567432495
"214",2700,19500,"Corn",2.51943421674135,9970.92982138799,25121.1017647316,"GHG",14519.656536054,859.563449048888,9741.88177962875
"215",2900,19500,"Corn",0.556305999677805,3745.14900896244,2083.44886337319,"GHG",1204.20522116913,71.2889310226153,807.95471118145
"216",3100,19500,"Corn",0.225376452663226,5418.77115917236,1221.26342164806,"GHG",705.873714793472,41.7877133232605,473.601993531332
"217",3300,19500,"Corn",2.60283115999149,9775.52055709341,25444.0295111401,"GHG",14706.3043991821,870.612999745197,9867.11211221273
"218",3500,19500,"Corn",0.451570003724082,12092.465059143,5460.59449179055,"GHG",3156.1496484513,186.844011826366,2117.60083151289
"219",3700,19500,"Corn",5.42173281064051,8693.47842828009,47133.7172332016,"GHG",27242.6500996218,1612.76447708777,18278.3026564921
"220",3900,19500,"Corn",1.08788652914329,5935.14729705384,6456.7667929461,"GHG",3731.92374462632,220.929829679721,2503.91321864006
"221",4100,19500,"Corn",0.865549316791051,8829.4733259839,7642.34460493017,"GHG",4417.17166042206,261.496496011831,2963.67644849628
"222",4300,19500,"Corn",1.00799007129565,7215.11844013523,7272.76775087846,"GHG",4203.56124497285,248.850762622728,2820.35574328288
"223",4500,19500,"Corn",1.0963971509933,10521.6176675953,11535.8716345922,"GHG",6667.57754285446,394.72049048169,4473.57360125604
"224",4700,19500,"Corn",0.711531283148374,7646.14411518055,5440.4707334118,"GHG",3144.51838869962,186.155441423608,2109.79690328858
"225",4900,19500,"Corn",0.321824639466174,4826.20632121619,1553.19210931477,"GHG",897.724000044495,53.145247331169,602.322861939109
"226",5100,19500,"Corn",0.629418042129641,5471.30340347023,3443.73707610947,"GHG",1990.43338201765,117.833626346517,1335.47006774531
"227",5300,19500,"Corn",2.77317674112485,6684.71822782549,18537.905110379,"GHG",10714.6580441209,634.307595425191,7188.93947083284
"228",5500,19500,"Corn",0.784382445869456,9663.91546117326,7580.20564611074,"GHG",4381.25618394273,259.370300343211,2939.5791618248
"229",5700,19500,"Corn",2.13467402750174,4499.48748000199,9604.93906062947,"GHG",5551.5246710183,328.65017721675,3724.76421239443
"230",5900,19500,"Corn",0.717725658188124,7225.5014281325,5185.92776824563,"GHG",2997.39600280688,177.445798386512,2011.08596705224
"231",6100,19500,"Corn",1.56290481173299,6467.77406478806,10108.5152070591,"GHG",5842.5848623421,345.880936175399,3920.04940854158
"232",6300,19500,"Corn",1.53651793500252,6386.1531509473,9812.4388521034,"GHG",5671.4567397516,335.750153886032,3805.23195846576
"233",6500,19500,"Corn",0.890516592289632,10695.4349848865,9524.46231579643,"GHG",5505.01020262201,325.896521385699,3693.55559178872
"234",6700,19500,"Corn",4.05263607675393,9357.69875216021,37923.3475583997,"GHG",21919.1811888768,1297.61519745693,14706.551172066
"235",6900,19500,"Corn",0.686790662372715,7896.80766725606,5423.45376842472,"GHG",3134.6828134445,185.5731755161,2103.19777946412
"236",7100,19500,"Corn",1.06184150556017,8042.78800243425,8540.16612140609,"GHG",4936.1003352866,292.217065776642,3311.84872034284
"237",7300,19500,"Corn",0.771214471476003,10691.4792946376,8245.42355351055,"GHG",4765.74312354974,282.131921398242,3197.54850856258
"238",7500,19500,"Corn",3.26137207764824,8438.4526837444,27520.9339613198,"GHG",15906.7270381744,941.678001959703,10672.5289211857
"239",7700,19500,"Corn",0.85509448462878,11279.6056735823,9645.12860026773,"GHG",5574.75368053208,330.025334231386,3740.34958550427
"240",7900,19500,"Corn",21.1195961328657,5982.93739418157,126357.221453335,"GHG",73032.7623977176,4323.53843799746,49000.9206176196
"241",8100,19500,"Corn",0.795078316551268,10283.2979764124,8176.02724368106,"GHG",4725.63299649279,279.757402478373,3170.6368447099
"242",8300,19500,"Corn",0.798155435854316,10264.4314776662,8192.61177985342,"GHG",4735.21863375057,280.324872060189,3177.06827404266
"243",8500,19500,"Corn",0.714781479107558,7263.55395392991,5191.85383876757,"GHG",3000.82119129554,177.648569493642,2013.38407797839
"244",8700,19500,"Corn",0.484137233276976,9739.09294288463,4715.05751199549,"GHG",2725.23937298126,161.334129984884,1828.48400902934
"245",8900,19500,"Corn",0.286927389324822,6925.94405969392,1987.24304765774,"GHG",1148.59956286474,67.9970768854278,770.646407907566
"246",9100,19500,"Beef",8.2777733718867,38.8450269908787,321.550330055316,"GHG",481.260080256918,321.550330055316,321.550330055316
"247",9300,19500,"Beef",34.0855084580345,31.7293262120992,1081.51021697024,"GHG",1618.68188326299,1081.51021697024,1081.51021697024
"248",9500,19500,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"249",9700,19500,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"250",9900,19500,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"251",10100,19500,"Beef",9.95947854365311,21.8274468524615,217.389988589819,"GHG",325.364689682603,217.389988589819,217.389988589819
"252",10300,19500,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"253",10500,19500,"Beef",40.9258524308129,39.5442390448584,1618.38169163866,"GHG",2422.21024208049,1618.38169163866,1618.38169163866
"254",10700,19500,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"255",10900,19500,"Beef",22.0179372436831,31.1116084951771,685.013443396848,"GHG",1025.25046293537,685.013443396848,685.013443396848
