"","x","y","layer_Categories","samples","yield","final_stressor","stressor","quant","rescale"
"259",11700,19500,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"260",11900,19500,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"261",12100,19500,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"262",12300,19500,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"263",12500,19500,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"264",12700,19500,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"265",12900,19500,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"266",13100,19500,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"267",13300,19500,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"268",13500,19500,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"269",13700,19500,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"270",13900,19500,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"271",14100,19500,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"272",14300,19500,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"273",14500,19500,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"274",14700,19500,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"275",14900,19500,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"276",15100,19500,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"277",15300,19500,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"278",15500,19500,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"279",15700,19500,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"280",15900,19500,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"281",16100,19500,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"282",16300,19500,"Water",NA,NA,NA,"GHG",206370.209377519,NA
