"","x","y","layer_Categories","samples","yield","farm_stress","stressor","agg_stress","prod","cost"
"17",3300,19900,"Corn",0.106227487180007,9119.36475358156,968.727202450889,"GHG",559.911200887952,9119.36475358156,0.0613980486599191
"18",3500,19900,"Corn",0.732530421277286,7331.86848067627,5370.81670689944,"GHG",3104.25930489094,7331.86848067627,0.423392660830246
"19",3700,19900,"Beef",16.6104848250875,16.6440443845172,276.465646677107,"GHG",413.782437372141,16.6440443845172,24.8606905757265
"20",3900,19900,"Beef",17.9318141449969,42.5913585689506,763.740326041345,"GHG",1143.07993570671,42.5913585689506,26.8383065042688
"21",4100,19900,"Beef",5.00028484953382,32.9044676058391,164.531710851454,"GHG",246.252412042484,32.9044676058391,7.4838594865697
"22",4300,19900,"Beef",18.2716699603723,49.7687261326903,909.357738244672,"GHG",1361.02356982372,49.7687261326903,27.3469641596821
"23",4500,19900,"Corn",0.835777692488462,9464.31778671722,7910.06568076003,"GHG",4571.91081577112,9464.31778671722,0.483068185029418
"24",4700,19900,"Corn",0.664750529168628,6471.81021988717,4302.13926834893,"GHG",2486.57822143751,6471.81021988717,0.384216801320367
"25",4900,19900,"Corn",0.60536597203874,6307.47787232811,3818.33247329475,"GHG",2206.94444741817,6307.47787232811,0.349893331707176
"26",5100,19900,"Corn",0.727655237751397,7224.92005771858,5257.25092233405,"GHG",3038.61981974495,7224.92005771858,0.42057487079026
"27",5300,19900,"Corn",1.71901537370895,12441.5462213835,21387.2092272686,"GHG",12361.517227745,12441.5462213835,0.993567600665185
"28",5500,19900,"Corn",2.20621523623291,7223.17320788874,15935.8747851935,"GHG",9210.71976259494,7223.17320788874,1.27516252172044
"29",5700,19900,"Corn",0.937339969059741,7653.39985483604,7173.83758313383,"GHG",4146.38094809898,7653.39985483604,0.541769805151231
"30",5900,19900,"Corn",0.309249873313954,8719.75661946663,2696.58362989857,"GHG",1558.58881085549,8719.75661946663,0.178742237756497
"31",6100,19900,"Corn",0.315951762831854,5503.70966477449,1738.90677070021,"GHG",1005.06455868241,5503.70966477449,0.182615839115778
"32",6300,19900,"Corn",1.03922573491808,6857.76810286274,7126.76909659527,"GHG",4119.17600045726,6857.76810286274,0.600658397699061
"33",6500,19900,"Corn",0.895312379279878,10376.2986836721,9290.02866259716,"GHG",5369.51072665059,10376.2986836721,0.517478427553354
"34",6700,19900,"Corn",0.14384608994308,8816.24393637602,1268.18221823208,"GHG",732.992143669123,8816.24393637602,0.0831410914850916
"35",6900,19900,"Corn",0.73407112189861,9678.84050433968,7104.95730769834,"GHG",4106.5690819317,9678.84050433968,0.424283164919439
"36",7100,19900,"Corn",0.461474787309527,4719.04218501309,2177.7189886336,"GHG",1258.69207661086,4719.04218501309,0.266726176046542
"37",7300,19900,"Corn",0.57840387007465,5547.23090303407,3208.5398225126,"GHG",1854.49255535995,5547.23090303407,0.334309601993606
"38",7500,19900,"Corn",1.71009854163158,4430.83373587566,7577.16230993297,"GHG",4379.49717685623,4430.83373587566,0.988413792509573
"39",7700,19900,"Corn",1.31493894701112,8339.75143222568,10966.2639666253,"GHG",6338.35202652806,8339.75143222568,0.760016899548828
"40",7900,19900,"Corn",0.433357742750696,7031.2551664427,3047.04886763378,"GHG",1761.15297095479,7031.2551664427,0.250474905157766
"41",8100,19900,"Corn",0.0909819510681407,10265.3732780822,933.963689282671,"GHG",539.818361174299,10265.3732780822,0.052586335299358
"42",8300,19900,"Corn",1.77538680904173,7309.2157473059,12976.685222207,"GHG",7500.34827960681,7309.2157473059,1.02614952669462
"43",8500,19900,"Corn",0.125982787338854,8003.43985022154,1008.29566062977,"GHG",582.781233731224,8003.43985022154,0.0728163445515358
"44",8700,19900,"Corn",0.926225431969482,5787.82168768531,5360.82764283866,"GHG",3098.48576117309,5787.82168768531,0.535345753267712
"45",8900,19900,"Corn",0.600033341418466,10423.4892405341,6254.44107823712,"GHG",3614.98222217644,10423.4892405341,0.346811143443095
"46",9100,19900,"Corn",1.21258387079332,7140.05404484835,8657.91437137572,"GHG",5004.15722878164,7140.05404484835,0.700857051970385
"47",9300,19900,"Beef",11.454446173763,43.7714723295484,501.37797374517,"GHG",750.405710490615,43.7714723295484,17.1437164562556
"48",9500,19900,"Beef",5.86931668932955,31.3168964557593,183.808783025793,"GHG",275.104148254807,31.3168964557593,8.78452782329311
"49",9700,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"50",9900,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"51",10100,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"52",10300,19900,"Beef",14.2340878500657,34.4169443938853,489.89381003339,"GHG",733.217516192497,34.4169443938853,21.3039689927489
"53",10500,19900,"Beef",17.968497246075,46.2872688564011,831.712662974575,"GHG",1244.81322368719,46.2872688564011,26.8932096112438
"54",10700,19900,"Beef",5.5990809070826,40.5780602810426,227.199842566032,"GHG",340.046966982984,40.5780602810426,8.38006954072787
"55",10900,19900,"Beef",6.79122507246565,37.8994115185736,257.383433736631,"GHG",385.222344370112,37.8994115185736,10.164335775539
"56",11100,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"57",11300,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"58",11500,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"59",11700,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"60",11900,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"61",12100,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"62",12300,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"63",12500,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"64",12700,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"65",12900,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"66",13100,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"67",13300,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"68",13500,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"69",13700,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"70",13900,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"71",14100,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"72",14300,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"73",14500,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"74",14700,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"75",14900,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"76",15100,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"77",15300,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"78",15500,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"79",15700,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"80",15900,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"81",16100,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"82",16300,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"83",16500,19900,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"84",16700,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"85",16900,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"86",17100,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"87",17300,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"88",17500,19900,"Salmon aquaculture",2.72175951113763,12906.2763784914,35127.7804865298,"GHG",51050.452435299,12906.2763784914,3.95547491299471
"89",17700,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"90",17900,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"91",18100,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"92",18300,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"93",18500,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"94",18700,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"95",18900,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"96",19100,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"97",19300,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"98",19500,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"99",19700,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"100",19900,19900,"Water",NA,NA,NA,"GHG",NA,NA,NA
"101",100,19700,"Corn",1.10959142797986,11253.6445478203,12486.9475237937,"GHG",7217.28652378441,11253.6445478203,0.641328815133254
"102",300,19700,"Corn",0.652147314191179,8648.05494054525,5639.80580245434,"GHG",3259.73135846481,8648.05494054525,0.376932313783299
"103",500,19700,"Corn",1.41782369630192,9912.09327800621,14053.6007295122,"GHG",8122.79085520974,9912.09327800621,0.819482890988654
"104",700,19700,"Corn",0.327048350522439,9228.42789229121,3018.1421200891,"GHG",1744.44526243731,9228.42789229121,0.189029516489422
"105",900,19700,"Corn",2.01503857594159,4914.20348210179,9902.30958646158,"GHG",5723.40080684486,4914.20348210179,1.16466500170176
"106",1100,19700,"Corn",2.08312008623883,5735.95816774675,11948.6896730589,"GHG",6906.18077716163,5735.95816774675,1.20401519243899
"107",1300,19700,"Corn",1.2469073305856,7106.99069832021,8861.75880013915,"GHG",5121.97654738289,7106.99069832021,0.720695546793596
"108",1500,19700,"Corn",1.14508187718167,11554.5824748217,13230.9429903192,"GHG",7647.30582546559,11554.5824748217,0.661841814027434
"109",1700,19700,"Corn",1.6444908550344,7530.05272822165,12383.1028494874,"GHG",7157.2657086885,7530.05272822165,0.950493438361196
"110",1900,19700,"Corn",1.43789824062717,10217.4808469165,14691.6977334231,"GHG",8491.60227997287,10217.4808469165,0.83108570568405
"111",2100,19700,"Corn",0.103200002080716,6329.15210982081,653.168510902677,"GHG",377.522551649677,6329.15210982081,0.059648203282061
"112",2300,19700,"Corn",0.861079128801379,8031.80894844224,6916.02305202376,"GHG",3997.36764140646,8031.80894844224,0.497692072491558
"113",2500,19700,"Corn",0.50637636063982,13265.4630093408,6717.31688087216,"GHG",3882.51816610334,13265.4630093408,0.292678677206327
"114",2700,19700,"Corn",1.23534076951056,8172.89292592144,10096.3078362352,"GHG",5835.52916736377,8172.89292592144,0.714010231169871
"115",2900,19700,"Corn",1.45036479104623,9642.6013074582,13985.2894304338,"GHG",8083.3078496696,9642.6013074582,0.838291202957594
"116",3100,19700,"Corn",0.819428319041043,5929.04040784515,4858.42361492697,"GHG",2808.10303847543,5929.04040784515,0.473618468641203
"117",3300,19700,"Corn",0.114675933604691,6602.87610084018,757.190981339949,"GHG",437.646130500884,6602.87610084018,0.0662811362529119
"118",3500,19700,"Corn",1.45953902901219,7163.86331068736,10455.9381004567,"GHG",6043.39058862506,7163.86331068736,0.843593788230055
"119",3700,19700,"Corn",0.292481050270135,9458.11653583721,2766.319857979,"GHG",1598.89540605704,9458.11653583721,0.169050085183319
"120",3900,19700,"Corn",3.51788005714905,8833.24335219133,31074.2906286183,"GHG",17960.5190590206,8833.24335219133,2.03328702073684
"121",4100,19700,"Beef",39.5226348526197,52.4662278315496,2073.60356468068,"GHG",3103.53473369964,52.4662278315496,59.1529992143515
"122",4300,19700,"Corn",1.98852955755255,6322.36539359319,12572.2104588074,"GHG",7266.56734527262,6322.36539359319,1.14934314815721
"123",4500,19700,"Corn",3.87142821616756,6457.97255307009,25001.5771611912,"GHG",14450.572934257,6457.97255307009,2.23763306757742
"124",4700,19700,"Corn",2.2623407555923,9091.18067554927,20567.3485587482,"GHG",11887.6488669612,9091.18067554927,1.30760231164837
"125",4900,19700,"Corn",0.930411173975679,6699.48465501289,6233.27538290259,"GHG",3602.74873697813,6699.48465501289,0.537765055448313
"126",5100,19700,"Corn",0.869806395335842,4454.06579883054,3874.17491706945,"GHG",2239.22062349261,4454.06579883054,0.502736314331177
"127",5300,19700,"Corn",1.89966987438603,7452.12676559104,14156.5807166991,"GHG",8182.31189286341,7452.12676559104,1.0979834549573
"128",5500,19700,"Corn",2.93392897927003,8755.62836554555,25688.3917933928,"GHG",14847.5424882558,8755.62836554555,1.69577120777336
"129",5700,19700,"Corn",0.0456963861446277,9273.08764502594,423.746593780082,"GHG",244.919791242894,9273.08764502594,0.026411892200142
"130",5900,19700,"Corn",1.44836287379122,6822.39619117732,9881.30535359587,"GHG",5711.2606447664,6822.39619117732,0.837134121901651
"131",6100,19700,"Corn",3.69804883860267,8389.10883087659,31023.3341689346,"GHG",17931.0669155665,8389.10883087659,2.13742213589722
"132",6300,19700,"Corn",0.984308459983935,8889.72787783518,8750.23435710819,"GHG",5057.51692999232,8889.72787783518,0.568916956682359
"133",6500,19700,"Corn",1.79392332695936,10296.0456374088,18470.3164443859,"GHG",10675.5927107156,10296.0456374088,1.03686338296012
"134",6700,19700,"Corn",0.0715270670481553,7938.2012703615,567.796254506899,"GHG",328.178543883469,7938.2012703615,0.0413416758666442
"135",6900,19700,"Corn",1.4970087913859,11433.5795518356,17116.169106108,"GHG",9892.9138921213,11433.5795518356,0.865250803326332
"136",7100,19700,"Corn",1.19321979919372,10998.0731085601,13123.1185861139,"GHG",7584.98478039646,10998.0731085601,0.68966488088653
"137",7300,19700,"Corn",0.132022823892852,11499.6327299484,1518.21398673845,"GHG",877.507119000003,11499.6327299484,0.0763074038629704
"138",7500,19700,"Corn",0.122233821021041,1597.21247243121,195.233383487731,"GHG",112.842251074884,1597.21247243121,0.0706494928023701
"139",7700,19700,"Corn",0.410388613853386,4812.1138455521,1974.83673078081,"GHG",1141.42887976265,4812.1138455521,0.237199059789013
"140",7900,19700,"Corn",0.43492623259062,7696.02895072856,3347.20487744871,"GHG",1934.63907879198,7696.02895072856,0.251381471038883
"141",8100,19700,"Corn",0.38254588707043,11274.4025490213,4312.97632430446,"GHG",2492.84189298384,11274.4025490213,0.221106340858855
"142",8300,19700,"Corn",0.814828555969147,6758.04663266257,5506.6493788646,"GHG",3182.76874933248,6758.04663266257,0.47095986789285
"143",8500,19700,"Corn",0.603504990548277,6527.6527342828,3939.47100170578,"GHG",2276.9608759285,6527.6527342828,0.348817709614063
"144",8700,19700,"Corn",2.76378070800486,8269.45579712618,22854.9623977963,"GHG",13209.8586785043,8269.45579712618,1.59742781176666
"145",8900,19700,"Corn",3.18391454898173,7047.42311113528,22438.3929763737,"GHG",12969.0871956639,7047.42311113528,1.84025948082671
"146",9100,19700,"Corn",1.1511312648105,7087.70309982368,8158.87663390135,"GHG",4715.72017635785,7087.70309982368,0.665338278133457
"147",9300,19700,"Beef",27.7346041355319,30.8866959383869,856.6302849057,"GHG",1282.1070953132,30.8866959383869,41.5100112317214
"148",9500,19700,"Beef",13.437356392802,31.269375468209,420.177742346664,"GHG",628.874409704818,31.269375468209,20.1115116719931
"149",9700,19700,"Beef",32.8799646871574,39.6285485997039,1302.98527856157,"GHG",1950.16064709449,39.6285485997039,49.2110035821261
"150",9900,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"151",10100,19700,"Beef",58.4299402654514,33.2497104435311,1942.77859505908,"GHG",2907.73075063773,33.2497104435311,87.4513104580567
"152",10300,19700,"Beef",6.82553287224262,19.7719967752245,134.95441393917,"GHG",201.98446716636,19.7719967752245,10.2156838008116
"153",10500,19700,"Beef",14.555580592512,10.6235348347697,154.631717464848,"GHG",231.435224291625,10.6235348347697,21.7851428824013
"154",10700,19700,"Beef",3.98450120267739,24.4200803636198,97.3018395783217,"GHG",145.630362489608,24.4200803636198,5.96354968211174
"155",10900,19700,"Beef",18.0060651920363,26.5139877817766,477.412592499523,"GHG",714.537044768258,26.5139877817766,26.9494370537263
"156",11100,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"157",11300,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"158",11500,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"159",11700,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"160",11900,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"161",12100,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"162",12300,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"163",12500,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"164",12700,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"165",12900,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"166",13100,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"167",13300,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"168",13500,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"169",13700,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"170",13900,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"171",14100,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"172",14300,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"173",14500,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"174",14700,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"175",14900,19700,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"176",15100,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"177",15300,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"178",15500,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"179",15700,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"180",15900,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"181",16100,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"182",16300,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"183",16500,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"184",16700,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"185",16900,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"186",17100,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"187",17300,19700,"Salmon aquaculture",1.99417432224017,5487.79168878752,10943.6132715831,"GHG",15904.1192199858,5487.79168878752,2.89809091195655
"188",17500,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"189",17700,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"190",17900,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"191",18100,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"192",18300,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"193",18500,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"194",18700,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"195",18900,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"196",19100,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"197",19300,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"198",19500,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"199",19700,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"200",19900,19700,"Water",NA,NA,NA,"GHG",NA,NA,NA
"201",100,19500,"Corn",0.266361310583844,9248.39707695384,2463.41516621721,"GHG",1423.8205972875,9248.39707695384,0.153953229455895
"202",300,19500,"Corn",1.44614379052982,7727.37783863039,11174.8994784131,"GHG",6458.9405262186,7727.37783863039,0.835851521835691
"203",500,19500,"Corn",1.46962633619987,10106.0812345521,14852.1631380731,"GHG",8584.34911023761,10106.0812345521,0.849424115144474
"204",700,19500,"Corn",0.502998749981426,3455.80611928965,1738.26615818086,"GHG",1004.69429332379,3455.80611928965,0.290726463998018
"205",900,19500,"Corn",0.942719587787889,9755.00537221929,9196.23464336721,"GHG",5315.29905404526,9755.00537221929,0.544879151905174
"206",1100,19500,"Corn",2.50972059076841,8233.08458583111,20662.7419105984,"GHG",11942.7849321569,8233.08458583111,1.45058450543676
"207",1300,19500,"Corn",2.05192828444537,7049.09338486628,14464.2340961038,"GHG",8360.13137876609,7049.09338486628,1.18598675351847
"208",1500,19500,"Corn",0.337795015381639,7440.01155110555,2513.19881634527,"GHG",1452.59487270504,7440.01155110555,0.195240943206492
"209",1700,19500,"Corn",0.735709834471497,7076.9895621575,5206.61081933141,"GHG",3009.35052616719,7076.9895621575,0.42523031858899
"210",1900,19500,"Corn",0.412832444889338,5148.60251556297,2125.51016426325,"GHG",1228.51608333206,5148.60251556297,0.238611561024288
"211",2100,19500,"Corn",0.886929121523942,7983.31624737309,7080.63566613042,"GHG",4092.51150256012,7983.31624737309,0.512633018127869
"212",2300,19500,"Corn",2.7440035576575,1317.71356577871,3615.81071247032,"GHG",2089.88961296915,1317.71356577871,1.58599688676206
"213",2500,19500,"Corn",3.03999967038424,6968.39657903608,21183.9233033764,"GHG",12244.0207173939,6968.39657903608,1.75707863043116
"214",2700,19500,"Corn",2.51943421674135,9970.92982138799,25121.1017647316,"GHG",14519.656536054,9970.92982138799,1.45619884967085
"215",2900,19500,"Corn",0.556305999677805,3745.14900896244,2083.44886337319,"GHG",1204.20522116913,3745.14900896244,0.321537332236279
"216",3100,19500,"Corn",0.225376452663226,5418.77115917236,1221.26342164806,"GHG",705.873714793472,5418.77115917236,0.130264536748085
"217",3300,19500,"Corn",2.60283115999149,9775.52055709341,25444.0295111401,"GHG",14706.3043991821,9775.52055709341,1.50440115319596
"218",3500,19500,"Corn",0.451570003724082,12092.465059143,5460.59449179055,"GHG",3156.1496484513,12092.465059143,0.261001345301796
"219",3700,19500,"Corn",5.42173281064051,8693.47842828009,47133.7172332016,"GHG",27242.6500996218,8693.47842828009,3.13368812315688
"220",3900,19500,"Corn",1.08788652914329,5935.14729705384,6456.7667929461,"GHG",3731.92374462632,5935.14729705384,0.628783677614676
"221",4100,19500,"Corn",0.865549316791051,8829.4733259839,7642.34460493017,"GHG",4417.17166042206,8829.4733259839,0.500275780597575
"222",4300,19500,"Corn",1.00799007129565,7215.11844013523,7272.76775087846,"GHG",4203.56124497285,7215.11844013523,0.582604607235535
"223",4500,19500,"Corn",1.0963971509933,10521.6176675953,11535.8716345922,"GHG",6667.57754285446,10521.6176675953,0.633702701761292
"224",4700,19500,"Corn",0.711531283148374,7646.14411518055,5440.4707334118,"GHG",3144.51838869962,7646.14411518055,0.41125544344064
"225",4900,19500,"Corn",0.321824639466174,4826.20632121619,1553.19210931477,"GHG",897.724000044495,4826.20632121619,0.186010282257944
"226",5100,19500,"Corn",0.629418042129641,5471.30340347023,3443.73707610947,"GHG",1990.43338201765,5471.30340347023,0.363795102416583
"227",5300,19500,"Corn",2.77317674112485,6684.71822782549,18537.905110379,"GHG",10714.6580441209,6684.71822782549,1.60285859163377
"228",5500,19500,"Corn",0.784382445869456,9663.91546117326,7580.20564611074,"GHG",4381.25618394273,9663.91546117326,0.453362428670378
"229",5700,19500,"Corn",2.13467402750174,4499.48748000199,9604.93906062947,"GHG",5551.5246710183,4499.48748000199,1.23381267215257
"230",5900,19500,"Corn",0.717725658188124,7225.5014281325,5185.92776824563,"GHG",2997.39600280688,7225.5014281325,0.414835708306211
"231",6100,19500,"Corn",1.56290481173299,6467.77406478806,10108.5152070591,"GHG",5842.5848623421,6467.77406478806,0.903337810476463
"232",6300,19500,"Corn",1.53651793500252,6386.1531509473,9812.4388521034,"GHG",5671.4567397516,6386.1531509473,0.888086553156076
"233",6500,19500,"Corn",0.890516592289632,10695.4349848865,9524.46231579643,"GHG",5505.01020262201,10695.4349848865,0.514706527635485
"234",6700,19500,"Corn",4.05263607675393,9357.69875216021,37923.3475583997,"GHG",21919.1811888768,9357.69875216021,2.34236875640144
"235",6900,19500,"Corn",0.686790662372715,7896.80766725606,5423.45376842472,"GHG",3134.6828134445,7896.80766725606,0.396955699762373
"236",7100,19500,"Corn",1.06184150556017,8042.78800243425,8540.16612140609,"GHG",4936.1003352866,8042.78800243425,0.613730006782801
"237",7300,19500,"Corn",0.771214471476003,10691.4792946376,8245.42355351055,"GHG",4765.74312354974,10691.4792946376,0.445751517840945
"238",7500,19500,"Corn",3.26137207764824,8438.4526837444,27520.9339613198,"GHG",15906.7270381744,8438.4526837444,1.88502888317626
"239",7700,19500,"Corn",0.85509448462878,11279.6056735823,9645.12860026773,"GHG",5574.75368053208,11279.6056735823,0.494233029226241
"240",7900,19500,"Corn",21.1195961328657,5982.93739418157,126357.221453335,"GHG",73032.7623977176,5982.93739418157,12.206840484198
"241",8100,19500,"Corn",0.795078316551268,10283.2979764124,8176.02724368106,"GHG",4725.63299649279,10283.2979764124,0.459544497040962
"242",8300,19500,"Corn",0.798155435854316,10264.4314776662,8192.61177985342,"GHG",4735.21863375057,10264.4314776662,0.461323030316259
"243",8500,19500,"Corn",0.714781479107558,7263.55395392991,5191.85383876757,"GHG",3000.82119129554,7263.55395392991,0.413134012678733
"244",8700,19500,"Corn",0.484137233276976,9739.09294288463,4715.05751199549,"GHG",2725.23937298126,9739.09294288463,0.279824762836083
"245",8900,19500,"Corn",0.286927389324822,6925.94405969392,1987.24304765774,"GHG",1148.59956286474,6925.94405969392,0.165840144385386
"246",9100,19500,"Beef",8.2777733718867,38.8450269908787,321.550330055316,"GHG",481.260080256918,38.8450269908787,12.3892327419395
"247",9300,19500,"Beef",34.0855084580345,31.7293262120992,1081.51021697024,"GHG",1618.68188326299,31.7293262120992,51.0153248273437
"248",9500,19500,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"249",9700,19500,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"250",9900,19500,"Forest",NA,NA,NA,"GHG",NA,NA,NA
"251",10100,19500,"Beef",9.95947854365311,21.8274468524615,217.389988589819,"GHG",325.364689682603,21.8274468524615,14.9062183901693
"252",10300,19500,"Forest",NA,NA,NA,"GHG",NA,NA,NA
