"","Category","High_kg_ha","Low_kg_ha","Freq","SD","ymean","yield_samples"
"25","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7653.39985483604
"26","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8719.75661946663
"27","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5503.70966477449
"28","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6857.76810286274
"29","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10376.2986836721
"30","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8816.24393637602
"31","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9678.84050433968
"32","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,4719.04218501309
"33","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5547.23090303407
"34","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,4430.83373587566
"35","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8339.75143222568
"36","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7031.2551664427
"37","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10265.3732780822
"38","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7309.2157473059
"39","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8003.43985022154
"40","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5787.82168768531
"41","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10423.4892405341
"42","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7140.05404484835
"43","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,11253.6445478203
"44","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8648.05494054525
"45","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9912.09327800621
"46","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9228.42789229121
"47","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,4914.20348210179
"48","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5735.95816774675
"49","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7106.99069832021
"50","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,11554.5824748217
"51","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7530.05272822165
"52","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10217.4808469165
"53","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6329.15210982081
"54","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8031.80894844224
"55","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,13265.4630093408
"56","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8172.89292592144
"57","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9642.6013074582
"58","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5929.04040784515
"59","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6602.87610084018
"60","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7163.86331068736
"61","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9458.11653583721
"62","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8833.24335219133
"63","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6322.36539359319
"64","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6457.97255307009
"65","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9091.18067554927
"66","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6699.48465501289
"67","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,4454.06579883054
"68","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7452.12676559104
"69","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8755.62836554555
"70","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9273.08764502594
"71","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6822.39619117732
"72","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8389.10883087659
"73","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8889.72787783518
"74","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10296.0456374088
"75","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7938.2012703615
"76","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,11433.5795518356
"77","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10998.0731085601
"78","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,11499.6327299484
"79","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,1597.21247243121
"80","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,4812.1138455521
"81","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7696.02895072856
"82","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,11274.4025490213
"83","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6758.04663266257
"84","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6527.6527342828
"85","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8269.45579712618
"86","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7047.42311113528
"87","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7087.70309982368
"88","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9248.39707695384
"89","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7727.37783863039
"90","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10106.0812345521
"91","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,3455.80611928965
"92","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9755.00537221929
"93","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8233.08458583111
"94","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7049.09338486628
"95","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7440.01155110555
"96","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7076.9895621575
"97","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5148.60251556297
"98","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7983.31624737309
"99","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,1317.71356577871
"100","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6968.39657903608
"101","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9970.92982138799
"102","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,3745.14900896244
"103","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5418.77115917236
"104","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9775.52055709341
"105","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,12092.465059143
"106","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8693.47842828009
"107","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5935.14729705384
"108","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8829.4733259839
"109","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7215.11844013523
"110","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10521.6176675953
"111","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7646.14411518055
"112","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,4826.20632121619
"113","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5471.30340347023
"114","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6684.71822782549
"115","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9663.91546117326
"116","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,4499.48748000199
"117","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7225.5014281325
"118","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6467.77406478806
"119","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6386.1531509473
"120","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10695.4349848865
"121","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9357.69875216021
"122","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7896.80766725606
"123","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8042.78800243425
"124","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10691.4792946376
"125","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8438.4526837444
"126","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,11279.6056735823
"127","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5982.93739418157
"128","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10283.2979764124
"129","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10264.4314776662
"130","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7263.55395392991
"131","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9739.09294288463
"132","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6925.94405969392
"133","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10208.707801257
"134","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,4311.32905197184
"135","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6200.4129111523
"136","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9367.20287559543
"137","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9038.89714039883
"138","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,13814.2592988639
"139","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5617.83646989808
"140","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8407.83992441487
"141","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6768.24681050633
"142","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6934.42756076564
"143","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,14388.6542239556
"144","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,4803.6971043335
"145","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8203.50545274245
"146","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6884.7579793561
"147","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7230.47736531504
"148","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9664.67659960228
"149","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9991.82996108868
"150","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9569.80167084137
"151","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5949.02102294878
"152","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8099.63301665786
"153","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10182.4261005574
"154","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10372.3602772181
"155","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5464.14006804855
"156","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7753.07176042987
"157","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9591.40231038308
"158","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,11720.5174526132
"159","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9471.24033078879
"160","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9712.5360855379
"161","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7169.68469011793
"162","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7313.06567950069
"163","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5116.69868784244
"164","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9126.03093673428
"165","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8421.20911371699
"166","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,12254.3371506819
"167","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,4371.2843783788
"168","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7077.86071150767
"169","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6949.08582917775
"170","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6460.88058348358
"171","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8151.09424915039
"172","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,4818.95004132957
"173","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,4309.22016619073
"174","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6464.31585487172
"175","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10560.7374276483
"176","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6966.3438534997
"177","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6845.12987805337
"178","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6964.18046029767
"179","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7412.89791848516
"180","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7182.01414827287
"181","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7584.98810572736
"182","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5930.29861320026
"183","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10252.2863544249
"184","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,11259.0690440952
"185","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9953.827217142
"186","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6528.27125716754
"187","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7418.04133809442
"188","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8169.51357641449
"189","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6281.84315542619
"190","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5977.34013462325
"191","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5499.92126849108
"192","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6321.53050200102
"193","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5746.30919291947
"194","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10925.7303107217
"195","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8838.83358777703
"196","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9760.77513886474
"197","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8715.23422433269
"198","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9593.67257320024
"199","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8674.28353990235
"200","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5511.98872911734
"201","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7240.77210713205
"202","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7169.11538112257
"203","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5922.04493319255
"204","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6734.27331288556
"205","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6224.39832570483
"206","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7485.60542310834
"207","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8931.35241409942
"208","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7943.57780386428
"209","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7966.90386406824
"210","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8217.94423628441
"211","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8945.80929996893
"212","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8016.73170806047
"213","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,4547.59280618164
"214","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7018.5544979764
"215","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7394.3417505
"216","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7743.44512028593
"217","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8032.01410965792
"218","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8170.05764935248
"219","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7244.32956394272
"220","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8559.4119314518
"221","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5214.32372710295
"222","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5960.92165923103
"223","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,4940.32328449754
"224","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7626.76331911011
"225","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7597.91656733382
"226","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8827.23276343889
"227","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8051.92133717961
"228","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7001.28512895085
"229","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6099.95404953316
"230","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9079.46303186431
"231","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8857.21597300079
"232","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6671.49074773472
"233","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7749.59196211845
"234","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,983.478175815951
"235","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6490.58013351097
"236","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7424.07807322203
"237","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8175.53813352803
"238","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9827.84914490177
"239","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5560.88898677932
"240","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,3140.41862237892
"241","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6922.47975695013
"242","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,3753.97454347323
"243","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6297.2990854446
"244","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5067.08833524814
"245","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7693.54423204765
"246","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7485.03271812733
"247","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,4767.70817972306
"248","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6795.70150916816
"249","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9121.09722106571
"250","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7189.97956159396
"251","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8852.6778739465
"252","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5754.45734273206
"253","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9949.33813907982
"254","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8695.87723947925
"255","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7642.07386771066
"256","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,4237.35746480743
"257","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8408.40416516781
"258","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8300.50176524903
"259","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6447.01192332543
"260","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8571.759574149
"261","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7438.14058602093
"262","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6260.56780262386
"263","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8011.55202501733
"264","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8173.99620183672
"265","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9971.04679351044
"266","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8420.79768893636
"267","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,11528.3007280812
"268","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7463.82996110661
"269","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,12055.0203523099
"270","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6976.37636658971
"271","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10841.8788732866
"272","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10494.6759845738
"273","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,3630.50174805731
"274","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6932.74987427774
"275","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9507.34509314926
"276","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7486.26398733648
"277","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7920.65267824734
"278","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10379.791509154
"279","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5887.88417417031
"280","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8556.39984097605
"281","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,12433.4783009519
"282","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10123.7150975038
"283","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6507.65536294412
"284","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6008.67585657828
"285","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7038.37077638059
"286","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6576.98801199116
"287","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6005.64375680611
"288","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10790.5527537168
"289","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8261.97694445685
"290","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9240.44495701612
"291","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8324.3149744457
"292","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6681.03131817981
"293","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8218.2139623519
"294","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7500.85549626096
"295","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8961.26632429712
"296","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9283.94741590802
"297","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5520.18154317012
"298","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8250.15968384083
"299","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,11387.9105862338
"300","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7880.55373085079
"301","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6498.91231512912
"302","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,11508.9863596982
"303","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5037.95596498364
"304","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6807.66638938748
"305","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7468.23179071564
"306","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10563.6672537419
"307","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8140.45949229883
"308","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9062.64158787959
"309","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10234.5157960458
"310","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,2876.71102327068
"311","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9240.94723456716
"312","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,4590.64173584484
"313","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9402.19970678283
"314","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8493.46181696199
"315","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8122.9346120159
"316","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9022.61736562127
"317","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8313.74619074984
"318","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7579.30108136117
"319","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7412.03981727662
"320","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8009.20725508073
"321","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9752.41699081846
"322","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9398.37373986106
"323","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6086.11297767619
"324","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8130.54659391315
"325","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7965.8476122219
"326","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7190.37185263406
"327","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10991.420093733
"328","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6829.99197635799
"329","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5307.62111048163
"330","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7219.98825443307
"331","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6196.06779117508
"332","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9743.71484039975
"333","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5711.37452996423
"334","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8214.68487070263
"335","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6680.99623235288
"336","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9058.19786503983
"337","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9686.80429137994
"338","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7420.97616647756
"339","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7321.61432418438
"340","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6385.97673309211
"341","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8558.21731935091
"342","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8174.11999584494
"343","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8574.69887550993
"344","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10453.2334556733
"345","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8657.1231392899
"346","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8289.2505943196
"347","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7698.9334915188
"348","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5332.87922815552
